fuel_type,body_type,km_driven,city,brand,transmission_type,no_of_owner,seats,manufacture_year,registration_year,model_year,price
Petrol,Hatchback,30000,bangalore,Hyundai,Manual,1,5,2021,2021,2021,980000.0000000001
Petrol,Hatchback,78782,bangalore,Honda,Manual,1,5,2016,2016,2016,535000.0
Diesel,SUV,164000,bangalore,Mahindra,Manual,2,7,2014,2014,2014,850000.0
Petrol,Sedan,72136,bangalore,Maruti,Manual,2,5,2016,2016,2016,661000.0
Petrol,Hatchback,52486,bangalore,Maruti,Manual,2,5,2015,2015,2015,505000.0
Diesel,Sedan,150000,bangalore,Skoda,Automatic,1,5,2007,2007,2007,450000.0
Petrol,SUV,36887,bangalore,Honda,Manual,1,5,2017,2017,2017,865000.0
Petrol,SUV,47962,bangalore,Hyundai,Manual,1,5,2019,2019,2019,999000.0
Diesel,SUV,135000,bangalore,Nissan,Manual,1,5,2014,2014,2014,595000.0
Petrol,Sedan,47398,bangalore,Skoda,Automatic,2,5,2018,2018,2018,2365000.0
Petrol,Sedan,50000,bangalore,Fiat,Manual,2,5,2012,2012,2012,400000.0
Diesel,Sedan,100000,bangalore,Maruti,Manual,1,5,2012,2012,2012,550000.0
Diesel,SUV,55000,bangalore,BMW,Automatic,1,5,2020,2020,2020,6050000.0
Diesel,SUV,110000,bangalore,BMW,Automatic,2,5,2011,2011,2011,1600000.0
Petrol,Hatchback,90000,bangalore,Volkswagen,Automatic,3,5,2013,2013,2013,520000.0
Petrol,Hatchback,116624,bangalore,Maruti,Manual,1,5,2016,2016,2016,616000.0
Petrol,Sedan,54561,bangalore,Maruti,Manual,2,5,2019,2019,2019,795000.0
Diesel,MUV,120000,bangalore,Toyota,Manual,2,7,2013,2013,2013,1275000.0
Petrol,Hatchback,65072,bangalore,Honda,Manual,1,5,2016,2016,2016,624000.0
Petrol,Hatchback,133532,bangalore,Hyundai,Manual,1,5,2017,2017,2017,549000.0
Diesel,MUV,120000,bangalore,Toyota,Manual,3,7,2010,2010,2010,760000.0
Petrol,Sedan,39886,bangalore,Maruti,Manual,1,5,2013,2013,2013,524000.0
Diesel,SUV,80000,bangalore,Mahindra,Manual,1,7,2019,2019,2019,1650000.0
Diesel,Hatchback,56976,bangalore,Maruti,Manual,2,5,2015,2015,2015,583000.0
Petrol,Sedan,68303,bangalore,Volkswagen,Manual,2,5,2020,2020,2020,1147000.0
Petrol,Hatchback,80000,bangalore,Mini,Automatic,2,4,2013,2013,2013,1750000.0
Diesel,Sedan,54000,bangalore,Skoda,Automatic,1,5,2016,2016,2016,825000.0
Diesel,SUV,98500,bangalore,Land Rover,Automatic,1,7,2016,2016,2016,3150000.0
Petrol,Hatchback,72348,bangalore,Volkswagen,Manual,1,5,2018,2018,2018,755000.0
Petrol,SUV,70000,bangalore,Hyundai,Manual,1,5,2015,2015,2015,875000.0
Petrol,Hatchback,62696,bangalore,Volkswagen,Manual,1,5,2021,2021,2021,855000.0000000001
Diesel,SUV,174000,bangalore,Toyota,Automatic,3,7,2014,2014,2014,1845000.0
Petrol,Hatchback,65000,bangalore,Hyundai,Manual,1,5,2016,2016,2016,525000.0
Petrol,Hatchback,36000,bangalore,Hyundai,Automatic,1,5,2017,2017,2017,650000.0
Diesel,MUV,199000,bangalore,Toyota,Manual,2,7,2011,2011,2011,950000.0
Petrol,Sedan,71905,bangalore,Honda,Automatic,1,5,2018,2018,2018,846000.0000000001
Petrol,Hatchback,69748,bangalore,Maruti,Manual,2,5,2013,2013,2013,424000.0
Petrol,Hatchback,44000,bangalore,Maruti,Manual,1,5,2008,2008,2008,210000.0
Petrol,Sedan,17875,bangalore,Toyota,Manual,2,5,2021,2021,2021,959000.0
Petrol,SUV,95678,bangalore,Renault,Manual,1,5,2020,2021,2020,889000.0
Petrol,SUV,12003,bangalore,Renault,Automatic,1,5,2022,2022,2022,850000.0
Diesel,SUV,114427,bangalore,Ford,Manual,2,5,2018,2018,2018,836000.0
Petrol,SUV,20000,bangalore,Renault,Automatic,1,5,2022,2022,2022,660000.0
Petrol,Hatchback,64655,bangalore,Honda,Manual,1,5,2012,2012,2012,334000.0
Petrol,SUV,46456,bangalore,Mahindra,Manual,1,6,2018,2018,2018,594000.0
Petrol,SUV,20000,bangalore,Renault,Automatic,1,5,2021,2021,2021,991000.0
Diesel,SUV,50000,bangalore,Jeep,Manual,1,5,2018,2018,2018,1450000.0
Diesel,Sedan,90000,bangalore,Volkswagen,Manual,4,5,2011,2011,2011,219000.0
Diesel,SUV,20000,bangalore,Hyundai,Manual,1,5,2022,2022,2022,1285000.0
Petrol,SUV,27000,bangalore,Volvo,Automatic,1,5,2021,2021,2021,4195000.0
Diesel,MUV,150000,bangalore,Toyota,Manual,3,8,2008,2008,2008,455000.0
Petrol,Hatchback,10000,bangalore,Maruti,Manual,1,5,2022,2022,2022,825000.0
Petrol,Sedan,40000,bangalore,Honda,Manual,1,5,2018,2018,2018,825000.0
Diesel,SUV,40000,bangalore,Ford,Manual,1,5,2020,2020,2020,919999.9999999999
Diesel,Sedan,20000,bangalore,Mercedes-Benz,Automatic,2,5,2018,2018,2018,3300000.0
Diesel,SUV,91598,bangalore,Ford,Manual,2,5,2017,2017,2017,729000.0
Petrol,Hatchback,57521,bangalore,Maruti,Manual,1,5,2015,2015,2015,432000.0
Diesel,SUV,100000,bangalore,Renault,Manual,1,5,2016,2016,2016,700000.0
Petrol,Sedan,7598,bangalore,Hyundai,Manual,1,5,2021,2021,2021,1499000.0
Petrol,SUV,38520,bangalore,Renault,Manual,1,5,2017,2017,2017,762000.0
Petrol,SUV,20000,bangalore,MG,Manual,1,5,2022,2022,2022,1625000.0
Diesel,SUV,110455,bangalore,Renault,Manual,2,5,2014,2014,2014,632000.0
Petrol,SUV,26901,bangalore,Hyundai,Automatic,1,5,2020,2020,2020,1218000.0
Petrol,Hatchback,65376,bangalore,Hyundai,Automatic,1,5,2017,2017,2017,524000.0
Diesel,SUV,28177,bangalore,Mahindra,Manual,3,7,2018,2018,2018,1405000.0
Petrol,SUV,10000,bangalore,Kia,Manual,1,5,2022,2022,2022,1390000.0
Petrol,SUV,30000,bangalore,MG,Automatic,1,5,2021,2021,2021,1889999.9999999998
Petrol,SUV,27000,bangalore,Hyundai,Automatic,1,5,2018,2018,2018,1275000.0
Petrol,Hatchback,90000,bangalore,Hyundai,Automatic,3,5,2010,2010,2010,275000.0
Petrol,Sedan,20000,bangalore,Honda,Manual,1,5,2022,2022,2022,1125000.0
Petrol,Sedan,82998,bangalore,Honda,Automatic,1,5,2016,2016,2016,650000.0
Petrol,Sedan,110000,bangalore,Audi,Automatic,3,5,2010,2010,2010,700000.0
Petrol,Sedan,14500,bangalore,Honda,Manual,1,5,2019,2019,2019,1100000.0
Diesel,Sedan,120000,bangalore,Mahindra,Manual,3,5,2016,2016,2016,260000.0
Petrol,Hatchback,68000,bangalore,Hyundai,Automatic,2,5,2010,2010,2010,395000.0
Petrol,Sedan,25887,bangalore,Hyundai,Manual,1,5,2019,2019,2019,681000.0
Petrol,Hatchback,74094,bangalore,Maruti,Manual,1,5,2020,2020,2020,405000.0
Petrol,Hatchback,40000,bangalore,Honda,Automatic,1,5,2018,2018,2018,765000.0
Diesel,Hatchback,91045,bangalore,Maruti,Manual,1,5,2014,2014,2014,487000.0
Diesel,SUV,80033,bangalore,Mahindra,Manual,1,7,2018,2019,2018,1474000.0
Diesel,SUV,70000,bangalore,Mahindra,Automatic,2,7,2017,2017,2017,1340000.0
Petrol,MUV,13957,bangalore,Renault,Automatic,1,7,2021,2021,2021,770000.0
Petrol,Hatchback,34140,bangalore,Maruti,Automatic,2,5,2018,2018,2018,818000.0
Petrol,SUV,20056,bangalore,Ford,Manual,1,5,2017,2017,2017,724000.0
Petrol,Hatchback,38233,bangalore,Maruti,Automatic,3,5,2016,2016,2016,468000.0
Diesel,SUV,50000,bangalore,Ford,Manual,2,5,2016,2016,2016,600000.0
Diesel,SUV,70000,bangalore,Mahindra,Manual,2,7,2017,2017,2017,1350000.0
Petrol,Hatchback,44000,bangalore,Hyundai,Manual,1,5,2016,2016,2016,525000.0
Petrol,Hatchback,90000,bangalore,Hyundai,Manual,2,5,2006,2006,2006,175000.0
Petrol,Sedan,30000,bangalore,Maruti,Automatic,1,5,2016,2016,2016,725000.0
Petrol,Hatchback,50000,bangalore,Hyundai,Manual,1,5,2018,2018,2018,550000.0
Petrol,Hatchback,98000,bangalore,Maruti,Manual,1,5,2019,2019,2019,650000.0
Petrol,Hatchback,47000,bangalore,Honda,Automatic,1,5,2017,2017,2017,775000.0
Petrol,Hatchback,16998,bangalore,Maruti,Manual,1,5,2020,2020,2020,408000.0
Petrol,Hatchback,15256,bangalore,Hyundai,Automatic,1,5,2017,2017,2017,642000.0
Petrol,Sedan,70000,bangalore,Hyundai,Manual,1,5,2019,2019,2019,900000.0
Petrol,Hatchback,4495,bangalore,Datsun,Automatic,1,5,2020,2020,2020,521000.0
Petrol,MUV,34561,bangalore,Renault,Manual,1,7,2020,2020,2020,695000.0
Petrol,Hatchback,40000,bangalore,Maruti,Manual,2,5,2018,2018,2018,390000.0
Petrol,Hatchback,142135,bangalore,Tata,Manual,1,5,2016,2016,2016,429000.0
Petrol,Sedan,120000,bangalore,Ford,Manual,1,5,2021,2021,2021,520000.0
Petrol,Hatchback,9553,bangalore,Maruti,Automatic,1,5,2019,2019,2019,625000.0
Petrol,Hatchback,7600,bangalore,Renault,Manual,1,5,2022,2022,2022,601000.0
Diesel,SUV,120000,bangalore,Jeep,Manual,1,5,2017,2017,2017,1300000.0
Petrol,Hatchback,20000,bangalore,Hyundai,Automatic,1,5,2017,2017,2017,645000.0
Diesel,SUV,120000,bangalore,Audi,Automatic,2,7,2013,2013,2013,1975000.0
Petrol,Hatchback,45578,bangalore,Hyundai,Manual,1,5,2016,2016,2016,695000.0
Petrol,Sedan,100000,bangalore,Volkswagen,Manual,1,5,2013,2013,2013,500000.0
Diesel,Sedan,100000,bangalore,BMW,Automatic,2,5,2014,2014,2014,1644000.0000000002
Petrol,SUV,42000,bangalore,Ford,Manual,1,5,2019,2019,2019,894999.9999999999
Petrol,Hatchback,90000,bangalore,Hyundai,Manual,2,5,2013,2013,2013,350000.0
Diesel,Sedan,70000,bangalore,Hyundai,Manual,1,5,2012,2012,2012,550000.0
Diesel,SUV,100000,bangalore,Ford,Automatic,3,7,2010,2010,2010,750000.0
Petrol,Hatchback,16306,bangalore,Maruti,Manual,1,5,2017,2017,2017,581000.0
Petrol,Hatchback,25086,bangalore,Maruti,Manual,3,5,2020,2020,2020,513000.0
Petrol,Hatchback,54845,bangalore,Maruti,Manual,1,5,2017,2017,2017,650000.0
Diesel,Hatchback,35642,bangalore,Ford,Manual,1,5,2020,2020,2020,806000.0
Petrol,Hatchback,22173,bangalore,Maruti,Automatic,1,5,2016,2016,2016,725000.0
Diesel,Sedan,50000,bangalore,BMW,Automatic,1,5,2018,2018,2018,4950000.0
Petrol,Hatchback,67790,bangalore,Hyundai,Manual,1,5,2014,2014,2014,426000.0
Petrol,Hatchback,38000,bangalore,Maruti,Manual,1,5,2019,2019,2019,484999.99999999994
Petrol,Hatchback,49713,bangalore,Honda,Manual,2,5,2012,2012,2012,351000.0
Petrol,Hatchback,10002,bangalore,Renault,Manual,1,5,2021,2021,2021,490000.00000000006
Diesel,SUV,46706,bangalore,Mahindra,Manual,1,7,2017,2017,2017,1495000.0
Diesel,Hatchback,90000,bangalore,Maruti,Manual,2,5,2014,2014,2014,509999.99999999994
Diesel,SUV,106000,bangalore,BMW,Automatic,1,5,2016,2016,2016,2750000.0
Petrol,Hatchback,55833,bangalore,Volkswagen,Automatic,1,5,2017,2017,2017,1025000.0
Diesel,SUV,46716,bangalore,Audi,Automatic,2,5,2015,2015,2015,2345000.0
Diesel,Sedan,54000,bangalore,Skoda,Manual,1,5,2016,2016,2016,825000.0
Diesel,SUV,68000,bangalore,Ford,Manual,2,5,2016,2016,2016,675000.0
Diesel,Hatchback,113348,bangalore,Ford,Manual,3,5,2010,2010,2010,190000.0
Diesel,Sedan,134000,bangalore,Audi,Automatic,1,5,2014,2016,2014,890000.0
Petrol,SUV,20000,bangalore,Renault,Automatic,1,5,2022,2022,2022,823000.0
Petrol,Hatchback,52311,bangalore,Maruti,Manual,1,5,2014,2014,2014,554000.0
Petrol,Sedan,59514,bangalore,Maruti,Manual,1,5,2014,2015,2014,499000.0
Petrol,SUV,10000,bangalore,Renault,Automatic,1,5,2022,2022,2022,815000.0
Petrol,Hatchback,36743,bangalore,Maruti,Manual,1,5,2020,2020,2020,719000.0
Petrol,Hatchback,83046,bangalore,Maruti,Manual,1,5,2015,2015,2015,372000.0
Petrol,Hatchback,10000,bangalore,Maruti,Automatic,1,5,2018,2018,2018,515000.00000000006
Petrol,Hatchback,59420,bangalore,Honda,Manual,2,5,2016,2016,2016,554000.0
Petrol,Sedan,4545,bangalore,Tata,Manual,1,5,2023,2023,2023,700000.0
Petrol,Hatchback,70404,bangalore,Maruti,Manual,1,5,2011,2011,2011,409999.99999999994
Petrol,Sedan,39725,bangalore,Maruti,Manual,1,5,2016,2016,2016,685000.0
Petrol,Sedan,10000,bangalore,BMW,Automatic,1,5,2022,2022,2022,5500000.0
Diesel,SUV,10000,bangalore,Kia,Automatic,1,5,2022,2022,2022,1800000.0
Petrol,Hatchback,60000,bangalore,Maruti,Manual,2,5,2006,2006,2006,180000.0
Petrol,SUV,50000,bangalore,Ford,Manual,2,5,2018,2018,2018,765000.0
Petrol,SUV,10000,bangalore,MG,Manual,1,5,2023,2023,2023,1950000.0
Petrol,Sedan,50000,bangalore,Hyundai,Manual,3,5,2013,2013,2013,491000.0
Diesel,SUV,23272,bangalore,Ford,Manual,1,5,2021,2021,2021,1175000.0
Petrol,SUV,8407,bangalore,Ford,Manual,1,5,2020,2020,2020,999000.0
Petrol,Hatchback,50000,bangalore,Maruti,Automatic,1,5,2018,2018,2018,715000.0
Diesel,Sedan,10000,bangalore,Audi,Automatic,1,5,2018,2018,2018,3400000.0
Petrol,SUV,14881,bangalore,Hyundai,Automatic,1,5,2021,2021,2021,1779000.0
Petrol,Hatchback,54305,bangalore,Hyundai,Manual,1,5,2012,2012,2012,404000.0
Petrol,Hatchback,50000,bangalore,Hyundai,Manual,2,5,2016,2016,2016,358000.0
Petrol,Hatchback,64998,bangalore,Maruti,Automatic,1,5,2017,2017,2017,581000.0
Petrol,Hatchback,75940,bangalore,Hyundai,Manual,1,5,2015,2015,2015,630000.0
Petrol,Hatchback,25639,bangalore,Honda,Manual,1,5,2016,2016,2016,560000.0
Diesel,SUV,44107,bangalore,Mahindra,Manual,1,7,2019,2019,2019,1551000.0
Petrol,Sedan,60000,bangalore,Hyundai,Manual,2,5,2014,2014,2014,525000.0
Petrol,Hatchback,41594,bangalore,Maruti,Manual,1,5,2018,2018,2018,501000.0
Petrol,Hatchback,24786,bangalore,Maruti,Automatic,2,5,2020,2021,2020,617000.0
Petrol,Hatchback,56000,bangalore,Maruti,Manual,1,5,2017,2017,2017,365000.0
Petrol,Sedan,90000,bangalore,Honda,Automatic,1,5,2018,2018,2018,994999.9999999999
Petrol,Hatchback,31000,bangalore,Hyundai,Manual,2,5,2019,2019,2019,775000.0
Diesel,SUV,30000,bangalore,Jaguar,Automatic,2,5,2018,2018,2018,4700000.0
Petrol,Sedan,36000,bangalore,Hyundai,Manual,1,5,2017,2017,2017,770000.0
Petrol,Hatchback,19065,bangalore,Maruti,Manual,1,5,2018,2018,2018,725000.0
Petrol,Hatchback,30538,bangalore,Honda,Automatic,1,5,2019,2019,2019,840000.0
Petrol,Hatchback,48891,bangalore,Hyundai,Manual,2,5,2018,2018,2018,799000.0
Petrol,Hatchback,60000,bangalore,Mercedes-Benz,Automatic,2,5,2014,2014,2014,1380000.0
Petrol,Hatchback,26676,bangalore,Maruti,Manual,1,5,2018,2018,2018,696000.0
Petrol,Hatchback,35647,bangalore,Maruti,Manual,1,5,2015,2015,2015,576000.0
Petrol,Hatchback,63825,bangalore,Toyota,Manual,1,5,2020,2020,2020,721000.0
Petrol,Sedan,31346,bangalore,Honda,Manual,2,5,2018,2018,2018,994999.9999999999
Petrol,Hatchback,79349,bangalore,Hyundai,Manual,2,5,2015,2015,2015,594000.0
Diesel,SUV,88203,bangalore,Mahindra,Manual,1,7,2015,2015,2015,927000.0
Diesel,SUV,37370,bangalore,Audi,Automatic,1,5,2018,2018,2018,3275000.0
Petrol,Hatchback,52228,bangalore,Maruti,Manual,1,5,2015,2015,2015,426000.0
Diesel,SUV,70000,bangalore,Hyundai,Automatic,1,5,2015,2015,2015,1100000.0
Petrol,SUV,40542,bangalore,Nissan,Manual,1,5,2022,2022,2022,905000.0000000001
Petrol,SUV,47936,bangalore,Renault,Automatic,1,5,2019,2019,2019,848000.0
Petrol,SUV,10000,bangalore,Maruti,Manual,3,6,2019,2019,1995,400000.0
Diesel,Sedan,70000,bangalore,Skoda,Automatic,2,5,2008,2008,2008,575000.0
Petrol,Sedan,110000,bangalore,Honda,Manual,5,5,2013,2013,2013,400000.0
Petrol,SUV,10000,bangalore,Maruti,Manual,3,8,2013,2013,1995,400000.0
Petrol,SUV,45000,bangalore,Hyundai,Manual,2,5,2016,2016,2016,894999.9999999999
Petrol,SUV,20469,bangalore,Hyundai,Manual,1,5,2019,2019,2019,1099000.0
Petrol,Hatchback,60000,bangalore,Hyundai,Manual,1,5,2011,2011,2011,425000.0
Petrol,Sedan,70000,bangalore,Maruti,Manual,2,5,2012,2012,2012,445000.0
Diesel,Sedan,150000,bangalore,Skoda,Manual,4,5,2014,2014,2014,320000.0
Petrol,Sedan,46258,bangalore,Volkswagen,Manual,2,5,2017,2017,2017,775000.0
Petrol,Hatchback,54242,bangalore,Maruti,Manual,3,5,2013,2013,2013,327000.0
Petrol,Hatchback,90727,bangalore,Honda,Automatic,1,5,2017,2017,2017,661000.0
Diesel,SUV,100000,bangalore,Mahindra,Manual,1,7,2012,2012,2012,775000.0
Petrol,Sedan,31003,bangalore,Maruti,Manual,1,5,2017,2017,2017,682000.0
Petrol,Hatchback,24233,bangalore,Hyundai,Manual,1,5,2017,2017,2017,577000.0
Petrol,Hatchback,90000,bangalore,Volkswagen,Manual,3,5,2015,2015,2015,500000.0
Petrol,Hatchback,36983,bangalore,Honda,Manual,1,5,2017,2017,2017,679000.0
Diesel,Hatchback,68915,bangalore,Mercedes-Benz,Automatic,1,5,2014,2014,2014,1445000.0
Petrol,Hatchback,5440,bangalore,Maruti,Manual,1,5,2021,2021,2021,776000.0
Petrol,Hatchback,8096,bangalore,Tata,Manual,1,5,2021,2021,2021,690000.0
Diesel,Sedan,120000,bangalore,Skoda,Manual,2,5,2012,2012,2012,380000.0
Petrol,SUV,60000,bangalore,Renault,Manual,3,5,2014,2014,2014,560000.0
Diesel,SUV,120000,bangalore,Tata,Manual,1,7,2017,2017,2017,1125000.0
Diesel,MUV,125903,bangalore,Renault,Manual,2,7,2015,2015,2015,515000.00000000006
Petrol,Hatchback,33040,bangalore,Hyundai,Manual,2,5,2018,2018,2018,799000.0
Diesel,SUV,110000,bangalore,Toyota,Manual,2,7,2009,2009,2009,1200000.0
Diesel,Hatchback,30722,bangalore,Hyundai,Manual,1,5,2019,2019,2019,835000.0
Diesel,Sedan,80000,bangalore,Honda,Manual,1,5,2016,2016,2016,750000.0
Diesel,SUV,120000,bangalore,Toyota,Manual,2,7,2009,2009,2009,1275000.0
Diesel,Sedan,33000,bangalore,Mercedes-Benz,Automatic,2,5,2017,2017,2017,3075000.0
Petrol,Sedan,58778,bangalore,Honda,Manual,1,5,2014,2014,2014,527000.0
Petrol,Hatchback,51395,bangalore,Maruti,Manual,1,5,2019,2019,2019,426000.0
Petrol,SUV,100000,bangalore,Ford,Automatic,2,5,2015,2015,2015,625000.0
Petrol,Sedan,65881,bangalore,Maruti,Manual,2,5,2013,2013,2013,447000.0
Petrol,Hatchback,49934,bangalore,Maruti,Manual,2,5,2014,2014,2014,552000.0
Diesel,Sedan,91000,bangalore,Honda,Manual,2,5,2016,2016,2016,795000.0
Petrol,Hatchback,61576,bangalore,Maruti,Manual,2,5,2018,2018,2018,459000.0
Petrol,Sedan,114321,bangalore,Maruti,Manual,2,5,2016,2017,2016,700000.0
Petrol,Hatchback,53125,bangalore,Maruti,Manual,1,5,2019,2019,2019,405000.0
Petrol,Hatchback,36462,bangalore,Renault,Automatic,1,5,2020,2020,2020,536000.0
Diesel,SUV,97542,bangalore,Mercedes-Benz,Automatic,1,5,2014,2014,2014,2400000.0
Diesel,SUV,89000,bangalore,Mercedes-Benz,Automatic,1,5,2017,2017,2017,4745000.0
Petrol,SUV,13000,bangalore,Renault,Manual,2,5,2018,2018,2018,894999.9999999999
Diesel,Sedan,41000,bangalore,Hyundai,Manual,1,5,2018,2018,2018,1375000.0
Petrol,Hatchback,94471,bangalore,Volkswagen,Automatic,1,5,2017,2017,2017,880000.0000000001
Diesel,MUV,58000,bangalore,Toyota,Manual,1,7,2011,2011,2011,1030000.0000000001
Petrol,Hatchback,46000,bangalore,Maruti,Manual,1,5,2016,2016,2016,475000.0
Petrol,SUV,10000,bangalore,MG,Manual,1,5,2022,2022,2022,1150000.0
Diesel,SUV,36531,bangalore,Mercedes-Benz,Automatic,1,5,2020,2020,2020,5675000.0
Petrol,SUV,50000,bangalore,Toyota,Manual,1,5,2021,2021,2021,960000.0
Petrol,Hatchback,36004,bangalore,Maruti,Manual,2,5,2020,2020,2020,532000.0
Petrol,Sedan,58808,bangalore,Honda,Manual,2,5,2016,2017,2016,651000.0
Diesel,Sedan,10000,bangalore,Mercedes-Benz,Automatic,1,5,2017,2017,2017,3200000.0
Petrol,Hatchback,31983,bangalore,Hyundai,Manual,1,5,2016,2016,2016,715000.0
Diesel,SUV,78536,bangalore,Maruti,Manual,1,5,2016,2016,2016,740000.0
Diesel,SUV,20000,bangalore,Kia,Manual,1,5,2022,2022,2022,1700000.0
Petrol,Sedan,54134,bangalore,Maruti,Manual,2,5,2013,2013,2013,455000.0
Petrol,SUV,10000,bangalore,Kia,Automatic,1,5,2021,2021,2021,1698999.9999999998
Petrol,Hatchback,27227,bangalore,Hyundai,Manual,2,5,2019,2019,2019,524000.0
Petrol,SUV,25508,bangalore,Jeep,Automatic,1,5,2019,2019,2019,1764999.9999999998
Petrol,Hatchback,30000,bangalore,Hyundai,Manual,1,5,2017,2017,2017,525000.0
Petrol,SUV,20000,bangalore,Kia,Automatic,1,5,2019,2019,2019,1600000.0
Diesel,Sedan,100000,bangalore,Volkswagen,Manual,2,5,2012,2012,2012,360000.0
Petrol,SUV,20000,bangalore,Mahindra,Automatic,1,4,2021,2021,2021,1650000.0
Petrol,Hatchback,50000,bangalore,Hyundai,Manual,1,5,2011,2011,2011,409999.99999999994
Diesel,Sedan,36000,bangalore,Mercedes-Benz,Automatic,1,5,2018,2018,2018,3150000.0
Diesel,Hatchback,40000,bangalore,Hyundai,Manual,1,5,2019,2019,2019,850000.0
Petrol,SUV,19047,bangalore,Hyundai,Automatic,1,5,2021,2021,2021,1260000.0
Petrol,SUV,50000,bangalore,Tata,Manual,1,5,2020,2020,2020,850000.0
Petrol,Hatchback,64453,bangalore,Maruti,Automatic,1,5,2018,2018,2018,493000.0
Petrol,Hatchback,43387,bangalore,Honda,Manual,1,5,2018,2018,2018,505000.0
Petrol,Hatchback,36538,bangalore,Maruti,Automatic,1,5,2020,2021,2020,825000.0
Petrol,Hatchback,36787,bangalore,Hyundai,Manual,2,5,2017,2017,2017,682000.0
Petrol,Hatchback,32112,bangalore,Maruti,Manual,2,5,2018,2018,2018,486000.00000000006
Petrol,SUV,30000,bangalore,Hyundai,Manual,1,5,2022,2022,2022,1800000.0
Petrol,Hatchback,53701,bangalore,Hyundai,Manual,1,5,2017,2017,2017,540000.0
Petrol,Hatchback,30000,bangalore,Hyundai,Manual,2,5,2018,2018,2018,530000.0
Petrol,Hatchback,26085,bangalore,Maruti,Manual,2,5,2020,2020,2020,407000.0
Petrol,Hatchback,46894,bangalore,Hyundai,Manual,3,5,2016,2017,2016,453000.0
Petrol,SUV,30000,bangalore,Kia,Manual,1,5,2021,2021,2021,1010000.0
Petrol,SUV,53692,bangalore,Honda,Automatic,2,5,2017,2018,2017,1675000.0
Diesel,SUV,37809,bangalore,Mahindra,Automatic,2,7,2018,2018,2018,1645000.0
Petrol,Hatchback,33000,bangalore,Tata,Automatic,1,5,2018,2018,2018,625000.0
Petrol,Hatchback,30813,bangalore,Maruti,Manual,1,5,2022,2022,2022,635000.0
Diesel,Sedan,56254,bangalore,Hyundai,Manual,1,5,2013,2013,2013,550000.0
Diesel,Sedan,58000,bangalore,Mercedes-Benz,Automatic,1,5,2017,2017,2017,2450000.0
Petrol,Sedan,15727,bangalore,Maruti,Automatic,2,5,2020,2020,2020,1025000.0
Electric,Hatchback,20000,bangalore,Mahindra,Automatic,1,4,2017,2017,2017,550000.0
Electric,Hatchback,150,bangalore,MG,Automatic,1,4,2023,2023,2023,950000.0
Petrol,Hatchback,21113,bangalore,Hyundai,Manual,1,5,2021,2021,2021,977000.0
Diesel,Sedan,71775,bangalore,Hyundai,Manual,1,5,2021,2021,2021,1705000.0
Petrol,Hatchback,59882,bangalore,Maruti,Automatic,1,5,2018,2018,2018,667000.0
Petrol,Hatchback,24463,bangalore,Hyundai,Automatic,2,5,2014,2014,2014,494000.00000000006
Petrol,Sedan,72352,bangalore,Honda,Manual,1,5,2015,2015,2015,636000.0
Diesel,SUV,90928,bangalore,Ford,Manual,1,5,2017,2017,2017,792000.0
Petrol,SUV,10000,bangalore,Nissan,Manual,2,5,2021,2021,2021,695000.0
Petrol,Hatchback,60000,bangalore,Ford,Manual,2,5,2014,2014,2014,360000.0
Petrol,Minivans,80000,bangalore,Maruti,Manual,5,5,2014,2014,1998,58000.0
Diesel,SUV,117530,bangalore,Maruti,Manual,1,5,2016,2016,2016,827000.0
Petrol,Hatchback,102814,bangalore,Maruti,Manual,1,5,2011,2011,2011,382000.0
Petrol,Hatchback,20000,bangalore,Tata,Manual,1,5,2021,2021,2021,650000.0
Petrol,Hatchback,34801,bangalore,Maruti,Automatic,1,5,2017,2017,2017,512000.0
Petrol,Hatchback,51877,bangalore,Maruti,Manual,3,5,2018,2018,2018,463000.0
Petrol,Sedan,10000,bangalore,Hyundai,Automatic,1,5,2023,2023,2023,1500000.0
Petrol,Hatchback,17125,bangalore,Maruti,Manual,2,5,2018,2018,2018,525000.0
Diesel,SUV,30000,bangalore,Renault,Manual,1,5,2014,2014,2014,459999.99999999994
Petrol,Hatchback,50318,bangalore,Maruti,Manual,1,5,2016,2016,2016,627000.0
Petrol,Sedan,46123,bangalore,Hyundai,Manual,1,5,2012,2013,2012,511000.00000000006
Petrol,Hatchback,120000,bangalore,Hyundai,Manual,3,5,2006,2006,2006,55000.0
Diesel,Hatchback,70000,bangalore,Hyundai,Manual,2,5,2015,2015,2015,600000.0
Diesel,Sedan,33360,bangalore,Volkswagen,Automatic,1,5,2014,2014,2014,1285000.0
Petrol,SUV,21800,bangalore,Volkswagen,Automatic,1,5,2022,2022,2022,3150000.0
